"chr","start","end","width","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","gene_id","gene_symbol","gene_start","gene_end","gene_width"
"chr4",177455600,177630793,175193,-0.00347035652527919,0.0173517826263959,321,51001,51005,5,131,0.0481187662693095,0.998,0.086763871792268,1,"7424","VEGFC",177604691,177713895,109205
"chr20",61783225,61827015,43790,0.0059637179815479,0.0119274359630958,1076,175902,175917,2,52,0.0246017966518968,0.998,0.202627361913655,1,"406909","MIR124-3",61809852,61809938,87
"chr20",61783225,61827015,43790,0.0059637179815479,0.0119274359630958,1076,175902,175917,2,52,0.0246017966518968,0.998,0.202627361913655,1,"54915","YTHDF1",61826782,61847538,20757
"chr5",66650334,66713103,62769,0.0059018767579885,0.011803753515977,364,54818,54819,2,135,0.0259565920579763,0.998,0.205891750113312,1,NA,NA,NA,NA,NA
"chr7",65196821.5,65439472,242650.5,0.00340958605315889,0.0170479302657944,481,77213,77222,5,33,0.0517621008988213,0.999,0.0908703631693791,1,NA,NA,NA,NA,NA
"chr2",33829748,33929187,99439,0.0033781280929793,0.0168906404648965,75,20841,20845,5,70,0.0537014149810155,0.999,0.0930969830415281,1,NA,NA,NA,NA,NA
"chr10",62723832.5,62899394,175561.5,-0.00315725366602685,0.0157862683301342,662,100178,100186,5,240,0.0669348187372911,0.999,0.111395389732781,1,NA,NA,NA,NA,NA
"chr5",97445281,97676915,231634,-0.00442993803056198,0.0177197521222479,376,56193,56196,4,32,0.0271454436026165,1,0.0821793630232495,1,NA,NA,NA,NA,NA
"chr4",69771757,69829409,57652,-0.00425206796627992,0.0170082718651197,263,47113,47116,4,47,0.0342661690002006,1,0.0914251605568779,1,NA,NA,NA,NA,NA
"chr8",76452152,76577776,125624,-0.00421514638058,0.01686058552232,539,87763,87766,4,88,0.0359429450329535,1,0.0935031739859468,1,"3174","HNF4G",76320183,76479061,158879
"chr3",3357690,3505881,148191,-0.00413801325174069,0.0165520530069628,155,32874,32877,4,96,0.0397398396536479,1,0.09807777565876,1,NA,NA,NA,NA,NA
"chr7",10971841,11091695,119854,0.00410015196006165,0.0164006078402466,463,74419,74431,4,44,0.0417187821206635,1,0.100428234233476,1,"4697","NDUFA4",10971580,10979813,8234
"chr7",10971841,11091695,119854,0.00410015196006165,0.0164006078402466,463,74419,74431,4,44,0.0417187821206635,1,0.100428234233476,1,"9678","PHF14",11013499,11209250,195752
"chr3",142926178,143050350,124172,0.00396259565083526,0.015850382603341,198,40695,40698,4,55,0.0500778945439144,1,0.110204061414089,1,"285195","SLC9A9",142984064,143567373,583310
"chr4",157059347,157311747,252400,-0.00393054999438326,0.015722199977533,307,50419,50422,4,53,0.0522029666799587,1,0.112509938055881,1,NA,NA,NA,NA,NA
"chr8",47748435,47829725.5,81290.5,-0.00391218822264296,0.0156487528905719,528,86467,86470,4,133,0.0534537375758822,1,0.113802814110677,1,NA,NA,NA,NA,NA
"chr16",29242602,29302087,59485,0.00377817893270267,0.0151127157308107,884,146426,146430,4,22,0.0632568092710606,1,0.123655421286882,1,NA,NA,NA,NA,NA
"chr6",48030011,48396235,366224,-0.00373535476577116,0.0149414190630846,409,66838,66845,4,1694,0.0667465839093897,1,0.126654794663047,1,"442213","PTCHD4",47845764,48078943,233180
"chr9",32488009,32789031,301022,-0.00373219159482856,0.0149287663793143,599,92178,92194,4,54,0.0669967380885744,1,0.126872750779565,1,"100129250","SMIM27",32551142,32566858,15717
"chr9",32488009,32789031,301022,-0.00373219159482856,0.0149287663793143,599,92178,92194,4,54,0.0669967380885744,1,0.126872750779565,1,"10210","TOPORS",32540542,32552626,12085
"chr9",32488009,32789031,301022,-0.00373219159482856,0.0149287663793143,599,92178,92194,4,54,0.0669967380885744,1,0.126872750779565,1,"138474","TAF1L",32629452,32635667,6216
"chr9",32488009,32789031,301022,-0.00373219159482856,0.0149287663793143,599,92178,92194,4,54,0.0669967380885744,1,0.126872750779565,1,"23586","DDX58",32455300,32526322,71023
"chr9",32488009,32789031,301022,-0.00373219159482856,0.0149287663793143,599,92178,92194,4,54,0.0669967380885744,1,0.126872750779565,1,"401498","TMEM215",32783497,32789199,5703
"chr9",32488009,32789031,301022,-0.00373219159482856,0.0149287663793143,599,92178,92194,4,54,0.0669967380885744,1,0.126872750779565,1,"4712","NDUFB6",32553524,32573182,19659
"chr15",53681873,53739971,58098,-0.004918821044453,0.014756463133359,867,139169,139171,3,14,0.0316903239868137,1,0.129924136410808,1,NA,NA,NA,NA,NA
"chr9",18862115,18978650,116535,-0.00366810048909076,0.014672401956363,584,92033,92036,4,16,0.072428303583149,1,0.131477073740994,1,"158297","SAXO1",18927891,19033256,105366
"chr7",124765471,124904981,139510,-0.00487804129368534,0.014634123881056,506,80291,80293,3,147,0.0333373787309505,1,0.132153233057008,1,NA,NA,NA,NA,NA
"chr8",66402572,66475012,72440,-0.0048313170825355,0.0144939512476065,538,87279,87281,3,204,0.0352717392650421,1,0.134731554844446,1,"286186","LINC01299",66439243,66474901,35659
"chr6",86370111,86445751,75640,0.00481339143188848,0.0144401742956655,433,67904,67909,3,39,0.0359850501918261,1,0.135699973498518,1,"26799","SNORD50A",86387012,86387086,75
"chr6",86370111,86445751,75640,0.00481339143188848,0.0144401742956655,433,67904,67909,3,39,0.0359850501918261,1,0.135699973498518,1,"387066","SNHG5",86386725,86388451,1727
"chr6",86370111,86445751,75640,0.00481339143188848,0.0144401742956655,433,67904,67909,3,39,0.0359850501918261,1,0.135699973498518,1,"692088","SNORD50B",86387307,86387377,71
"chr2",17241353,17492831,251478,-0.00475198706641149,0.0142559611992345,72,19616,19618,3,189,0.0386847339077798,1,0.139390366835005,1,NA,NA,NA,NA,NA
"chr6",98934664,99007865,73201,-0.00354455709894239,0.0141782283957696,442,68261,68264,4,64,0.0839081513110803,1,0.140911106102524,1,NA,NA,NA,NA,NA
"chr19",10755136,10781991.5,26855.5,-0.00471856055108423,0.0141556816532527,1005,166094,166100,3,143,0.0401980428531446,1,0.141394077042534,1,NA,NA,NA,NA,NA
"chr10",24832961.5,24841602,8640.5,0.00464220773292799,0.013926623198784,643,98544,98546,3,65,0.0440692406953791,1,0.146355055467355,1,NA,NA,NA,NA,NA
"chr8",34182528,34343944,161416,-0.00464002634986529,0.0139200790495959,524,85809,85811,3,87,0.0442327077827671,1,0.146540813521205,1,NA,NA,NA,NA,NA
"chr12",23069755,23119040,49285,-0.00460777640436084,0.0138233292130825,724,118612,118614,3,47,0.0460630438067026,1,0.148829352744637,1,NA,NA,NA,NA,NA
"chr5",125307279,125374670,67391,-0.00344816618915227,0.0137926647566091,392,57132,57135,4,114,0.0936715946214375,1,0.149451023031522,1,NA,NA,NA,NA,NA
"chr5",60841343,60907320,65977,-0.00342523595131623,0.0137009438052649,361,54607,54610,4,82,0.0961557989949251,1,0.151712317740389,1,"57688","ZSWIM6",60628100,60841999,213900
"chr1",193144639,193191405,46766,0.00336109976192175,0.013444399047687,57,14242,14245,4,51,0.103301292133023,1,0.158072673504214,1,"79577","CDC73",193091088,193223942,132855
"chr1",193144639,193191405,46766,0.00336109976192175,0.013444399047687,57,14242,14245,4,51,0.103301292133023,1,0.158072673504214,1,"8707","B3GALT2",193147860,193155743,7884
"chr1",75469109,75549256,80147,-0.00334840283447024,0.013393611337881,16,8601,8604,4,145,0.104713053342283,1,0.159509202453988,1,NA,NA,NA,NA,NA
"chr4",157682848,157713147,30299,-0.00332823125481467,0.0133129250192587,307,50429,50432,4,53,0.107098186753717,1,0.161720961681829,1,"56034","PDGFC",157682763,157892546,209784
"chr7",17424006,17585471,161465,0.00331801321172904,0.0132720528469162,465,74597,74600,4,109,0.108175583466047,1,0.162825602908723,1,NA,NA,NA,NA,NA
"chr5",112951239,113029364,78125,-0.00331701922740783,0.0132680769096313,387,56636,56639,4,328,0.10825484023569,1,0.16291229000052,1,NA,NA,NA,NA,NA
"chr10",84228439,84296310,67871,-0.00439760002645265,0.0131928000793579,670,101679,101681,3,29,0.0593459830440048,1,0.165089374391642,1,NA,NA,NA,NA,NA
"chr3",152769889,152891361,121472,-0.00434724623917038,0.0130417387175111,204,41129,41135,3,24,0.0630859118615186,1,0.169396484466912,1,"5912","RAP2B",152880029,152886263,6235
"chr6",55559213,55647893,88680,-0.00323544647092896,0.0129417858837158,411,67157,67160,4,249,0.117473393254754,1,0.172155610760097,1,"653","BMP5",55620238,55740375,120138
"chr20",40032459,40093431,60972,-0.00430354382509659,0.0129106314752898,1060,174465,174467,3,13,0.0664394639270243,1,0.17316365779899,1,"84181","CHD6",40031170,40247133,215964
"chr1",215373449,215450695,77246,-0.00322595960999355,0.0129038384399742,62,15891,15894,4,500,0.118545836418981,1,0.17338656746361,1,"3776","KCNK2",215178885,215410436,231552
"chr2",141662876,141755389,92513,-0.00424241625946666,0.0127272487784,125,26662,26664,3,23,0.0714772223474369,1,0.178619991034078,1,"53353","LRP1B",140988996,142889270,1900275
"chr3",84650340,84885990,235650,-0.00424200741318709,0.0127260222395613,177,37807,37809,3,13,0.0715069436360529,1,0.178667049741053,1,"440970","LINC00971",84687556,84918726,231171
"chr8",82692917.5,82958662,265744.5,0.0031767980056485,0.012707192022594,544,87995,88002,4,88,0.124049228361044,1,0.179283766479835,1,NA,NA,NA,NA,NA
"chr4",177738806,177824114,85308,-0.00315359829488863,0.0126143931795545,321,51013,51016,4,131,0.126404640483863,1,0.182047846321124,1,NA,NA,NA,NA,NA
"chr12",78340971,78411737,70766,-0.00310632972223353,0.0124253188889341,745,122042,122045,4,138,0.130880171194622,1,0.187860835019604,1,"89795","NAV3",78225069,78606790,381722
"chr3",68584086,68813775,229689,-0.00408148571472079,0.0122444571441624,169,37312,37314,3,275,0.08663755631565,1,0.193324598576846,1,"151647","TAFA4",68780915,68981761,200847
"chr3",68584086,68813775,229689,-0.00408148571472079,0.0122444571441624,169,37312,37314,3,275,0.08663755631565,1,0.193324598576846,1,"407738","TAFA1",68040734,68594771,554038
"chr4",70346347,70389517,43170,0.00407862055528913,0.0122358616658674,264,47122,47124,3,98,0.0869372459758614,1,0.193599520496544,1,"7363","UGT2B4",70345883,70391732,45850
"chr6",97325863,97378856,52993,-0.00406845463983549,0.0122053639195065,442,68218,68230,3,64,0.0881137136502448,1,0.194634812050001,1,"114792","KLHL32",97372496,97588630,216135
"chr6",97325863,97378856,52993,-0.00406845463983549,0.0122053639195065,442,68218,68230,3,64,0.0881137136502448,1,0.194634812050001,1,"29078","NDUFAF4",97337187,97345767,8581
"chr1",100613461,100644671,31210,0.00405756167109963,0.0121726850132989,26,9722,9724,3,66,0.0892455993917043,1,0.195583416511662,1,"127495","LRRC39",100614004,100643829,29826
"chr1",100613461,100644671,31210,0.00405756167109963,0.0121726850132989,26,9722,9724,3,66,0.0892455993917043,1,0.195583416511662,1,"54482","TRMT13",100598706,100616054,17349
"chr10",20009221,20023014,13793,-0.00298966980326406,0.0119586792130563,641,98296,98299,4,25,0.137981082399796,1,0.201755537447585,1,NA,NA,NA,NA,NA
"chr3",19268469,19316990,48521,-0.00389792404841867,0.011693772145256,159,34030,34032,3,55,0.107965057671684,1,0.208797006075527,1,"131096","KCNH8",19190017,19577135,387119
"chr6",8551990,8652918,100928,-0.0038724360368557,0.0116173081105671,404,62434,62436,3,513,0.111293841996676,1,0.210931985307776,1,"100506207","LOC100506207",8435856,8785678,349823
"chr6",8551990,8652918,100928,-0.0038724360368557,0.0116173081105671,404,62434,62436,3,513,0.111293841996676,1,0.210931985307776,1,"728655","HULC",8652442,8654080,1639
"chr5",30136472,30390070,253598,-0.00384564371321267,0.011536931139638,353,53387,53389,3,130,0.114892594693264,1,0.213331979363519,1,NA,NA,NA,NA,NA
"chr7",17812782,17921523,108741,0.00384561057379798,0.0115368317213939,465,74611,74613,3,109,0.114892594693264,1,0.213331979363519,1,"23161","SNX13",17830385,17980131,149747
"chr4",160031218,160078666,47448,0.00382489073918051,0.0114746722175415,308,50523,50525,3,63,0.117629430019988,1,0.215100396036171,1,"100500881","MIR3688-1",160049954,160050046,93
"chr4",160031218,160078666,47448,0.00382489073918051,0.0114746722175415,308,50523,50525,3,63,0.117629430019988,1,0.215100396036171,1,"100616303","MIR3688-2",160049957,160050043,87
"chr3",160587613.5,160611917,24303.5,0.00381033485298259,0.0114310045589478,207,41489,41491,3,43,0.11976936280034,1,0.216507203697328,1,NA,NA,NA,NA,NA
"chr16",58896860,58972525,75665,-0.00376849540105156,0.0113054862031547,893,147994,147996,3,251,0.12571362052354,1,0.220157968648994,1,NA,NA,NA,NA,NA
"chr18",61443038,61472145,29107,-0.00371303451726138,0.0111391035517841,986,162650,162652,3,35,0.134114838105664,1,0.225438450926437,1,"8710","SERPINB7",61420281,61472610,52330
"chr3",82129322,82178370,49048,0.00555032070291931,0.0111006414058386,173,37794,37795,2,16,0.0363986714583989,1,0.226748664399593,1,NA,NA,NA,NA,NA
"chr22",29105478,29225779,120301,0.00369062262305277,0.0110718678691583,1119,178760,178773,3,47,0.137681392739585,1,0.227736897246075,1,"11200","CHEK2",29083731,29137822,54092
"chr22",29105478,29225779,120301,0.00369062262305277,0.0110718678691583,1119,178760,178773,3,47,0.137681392739585,1,0.227736897246075,1,"150274","HSCB",29138043,29153496,15454
"chr22",29105478,29225779,120301,0.00369062262305277,0.0110718678691583,1119,178760,178773,3,47,0.137681392739585,1,0.227736897246075,1,"150275","CCDC117",29168662,29185283,16622
"chr22",29105478,29225779,120301,0.00369062262305277,0.0110718678691583,1119,178760,178773,3,47,0.137681392739585,1,0.227736897246075,1,"7494","XBP1",29190548,29196560,6013
"chr3",131760658,131854912,94254,-0.00362182831174717,0.0108654849352415,197,39991,39993,3,367,0.149010157250385,1,0.235068148438022,1,"131034","CPNE4",131253577,132004254,750678
"chr6",82271548,82405786,134238,-0.00347617207242606,0.0104285162172782,432,67759,67761,3,37,0.175677583461094,1,0.252759745486698,1,NA,NA,NA,NA,NA
"chr7",108137995,108233442,95447,0.00344349086523337,0.0103304725957001,497,79735,79743,3,195,0.182050323095175,1,0.257086669754378,1,"168451","THAP5",108202671,108210167,7497
"chr7",108137995,108233442,95447,0.00344349086523337,0.0103304725957001,497,79735,79743,3,195,0.182050323095175,1,0.257086669754378,1,"4189","DNAJB9",108210189,108215294,5106
"chr7",108137995,108233442,95447,0.00344349086523337,0.0103304725957001,497,79735,79743,3,195,0.182050323095175,1,0.257086669754378,1,"50640","PNPLA8",108110866,108168605,57740
"chr11",88270612,88288530,17918,-0.00515292419419288,0.0103058483883858,701,113715,113716,2,18,0.0539342317418409,1,0.258235892914197,1,"2915","GRM5",88237744,88799113,561370
"chr12",89577551,89603597,26046,-0.00340156367515024,0.0102046910254507,756,122277,122279,3,77,0.190612530990635,1,0.26284764619778,1,NA,NA,NA,NA,NA
"chr3",166834154.5,166884766,50611.5,0.00510084450254287,0.0102016890050857,219,41562,41563,2,14,0.0568072896413879,1,0.262978915222501,1,NA,NA,NA,NA,NA
